,CustID,Zip_Code,Gender,Income_(per/month),Education,Age,Profession,Gourment_affinity,Cooking_affinity,Travel_affinity,social_media_affinity,qsr_visits,competitor_visits,food_apps,premium_customer_flag,non_premium_customers,premium_customer_model_probability,non_premium_customer_model_probability,Customer_Classification,Potential_Non_potential_customer_classification
311,312,400010,Male,37615,Master's Degree,47,Blockchain_Developer,1,0,1,0,14,29,1,0,1,0.3551966171364213,0.62,Non_Premium_Customer,Prospect_Potential_Customer
312,313,400010,Male,133283,Master's Degree,46,Full_Stack_Software_Developer,0,1,0,1,8,23,1,0,1,0.4606212309172015,0.68,Non_Premium_Customer,Prospect_Potential_Customer
313,314,400010,Male,105011,Post Doctoral Degree,39,Blockchain_Developer,1,1,0,0,26,15,0,0,1,0.5151575263474961,0.73,Potential_Customer,Prospect_Potential_Customer
314,315,400010,Female,105549,Bachelor's Degree,53,Machine_Learning_Expert,1,1,0,0,22,21,0,0,1,0.29882630589734344,0.58,Non_Premium_Customer,Prospect_Potential_Customer
315,316,400010,Female,96698,Post Doctoral Degree,28,Management_Consultant,0,0,0,1,7,19,0,0,1,0.5420417920735705,0.31,Premium_Customer,Prospect_Potential_Customer
316,317,400010,Female,38404,Bachelor's Degree,56,Blockchain_Developer,0,0,0,0,9,7,1,0,1,0.3351344992201959,0.57,Non_Premium_Customer,Prospect_Potential_Customer
317,318,400010,Male,76449,Master's Degree,46,Data_Scientist,1,0,0,0,28,9,0,0,1,0.48655579896675527,0.25,Non_Potential_Customer,Prospect_Non_Potential_Customer
318,319,400010,Male,124234,Post Doctoral Degree,24,Investment Banker,0,1,1,1,10,2,1,1,0,0.6854883843402252,0.47,Potential_Customer,Prospect_Potential_Customer
319,320,400010,Male,196542,Post Doctoral Degree,29,Machine_Learning_Expert,0,1,0,1,28,22,1,0,1,0.42699575801783746,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
320,321,400102,Female,60317,Master's Degree,31,Investment Banker,1,0,1,0,28,27,1,0,1,0.4371118662116581,0.5,Non_Premium_Customer,Prospect_Potential_Customer
321,322,400102,Female,130597,Master's Degree,39,Management_Consultant,0,1,1,1,12,7,0,0,1,0.5708360202139513,0.85,Potential_Customer,Prospect_Potential_Customer
322,323,400102,Male,183833,Post Doctoral Degree,47,Corporate_Lawyer,1,0,0,1,28,7,1,0,1,0.6862738316018573,0.6,Potential_Customer,Prospect_Potential_Customer
323,324,400102,Female,86164,Bachelor's Degree,58,Blockchain_Developer,0,0,1,1,25,10,1,1,0,0.3428195967224339,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
324,325,400102,Female,117117,Bachelor's Degree,25,Corporate_Lawyer,1,1,0,0,20,24,1,1,0,0.45600104323211943,0.51,Non_Premium_Customer,Prospect_Potential_Customer
325,326,400102,Female,128967,Bachelor's Degree,56,Investment Banker,1,1,0,0,6,17,0,0,1,0.4699246609823379,0.51,Non_Premium_Customer,Prospect_Potential_Customer
326,327,400102,Female,154860,Master's Degree,44,Full_Stack_Software_Developer,0,0,0,0,7,22,0,1,0,0.43420701496665604,0.71,Non_Premium_Customer,Prospect_Potential_Customer
327,328,400102,Female,129312,Post Doctoral Degree,25,Investment Banker,1,0,0,1,26,1,1,0,1,0.6049997866021986,0.17,Premium_Customer,Prospect_Potential_Customer
328,329,400102,Female,104196,Master's Degree,24,Data_Scientist,0,1,1,1,8,11,1,1,0,0.45049524604454,0.6,Non_Premium_Customer,Prospect_Potential_Customer
329,330,400102,Female,77777,Bachelor's Degree,32,Investment Banker,0,0,1,0,1,4,0,1,0,0.5250237818465676,0.24,Premium_Customer,Prospect_Potential_Customer
330,331,400068,Female,30138,Post Doctoral Degree,54,Product_Manager,1,1,1,1,9,22,1,0,1,0.5913285282042151,0.52,Potential_Customer,Prospect_Potential_Customer
331,332,400068,Male,181487,Bachelor's Degree,59,Blockchain_Developer,1,1,0,1,11,16,1,0,1,0.3641162649706826,0.68,Non_Premium_Customer,Prospect_Potential_Customer
332,333,400068,Male,164943,Post Doctoral Degree,33,Product_Manager,1,0,1,1,24,23,1,0,1,0.6069604264765658,0.39,Premium_Customer,Prospect_Potential_Customer
333,334,400068,Male,123064,Bachelor's Degree,26,Investment Banker,1,1,1,1,8,26,0,1,0,0.4922682588818575,0.59,Non_Premium_Customer,Prospect_Potential_Customer
334,335,400068,Female,144543,Bachelor's Degree,32,Full_Stack_Software_Developer,0,1,0,0,25,20,1,0,1,0.35501168120602955,0.62,Non_Premium_Customer,Prospect_Potential_Customer
335,336,400068,Female,142825,Post Doctoral Degree,50,Investment Banker,0,1,1,0,30,9,1,0,1,0.6149630358233139,0.37,Premium_Customer,Prospect_Potential_Customer
336,337,400068,Female,44722,Bachelor's Degree,54,Blockchain_Developer,0,1,0,0,16,6,1,1,0,0.3544445130443457,0.44,Non_Potential_Customer,Prospect_Non_Potential_Customer
337,338,400068,Female,76468,Post Doctoral Degree,42,Machine_Learning_Expert,0,0,1,1,5,17,1,0,1,0.4087399191012834,0.6,Non_Premium_Customer,Prospect_Potential_Customer
338,339,400068,Male,166845,Bachelor's Degree,28,Data_Scientist,0,1,0,0,29,23,0,1,0,0.38765140759276234,0.52,Non_Premium_Customer,Prospect_Potential_Customer
339,340,400068,Male,168123,Post Doctoral Degree,37,Corporate_Lawyer,1,1,1,1,29,7,0,1,0,0.7454789902337459,0.73,Potential_Customer,Prospect_Potential_Customer
340,341,400058,Male,168538,Post Doctoral Degree,25,Data_Scientist,1,0,0,1,24,12,0,0,1,0.5461236749527668,0.42,Premium_Customer,Prospect_Potential_Customer
341,342,400058,Female,144274,Bachelor's Degree,37,Corporate_Lawyer,0,1,1,0,1,1,0,0,1,0.6262040976650233,0.2,Premium_Customer,Prospect_Potential_Customer
342,343,400058,Female,40375,Post Doctoral Degree,34,Product_Manager,1,1,1,1,6,18,0,1,0,0.6380494577880191,0.38,Premium_Customer,Prospect_Potential_Customer
343,344,400058,Male,81957,Master's Degree,48,Blockchain_Developer,1,0,0,0,25,28,0,0,1,0.37800650619175974,0.47,Non_Premium_Customer,Prospect_Potential_Customer
344,345,400058,Female,140128,Master's Degree,26,Machine_Learning_Expert,1,0,1,1,2,19,0,1,0,0.37076112422016205,0.47,Non_Premium_Customer,Prospect_Potential_Customer
345,346,400058,Female,183435,Master's Degree,49,Full_Stack_Software_Developer,1,0,1,0,24,13,0,0,1,0.48684521455373664,0.54,Non_Premium_Customer,Prospect_Potential_Customer
346,347,400058,Male,182343,Bachelor's Degree,47,Full_Stack_Software_Developer,0,0,1,0,27,25,0,0,1,0.415711145949023,0.47,Non_Premium_Customer,Prospect_Potential_Customer
347,348,400058,Male,75138,Post Doctoral Degree,59,Full_Stack_Software_Developer,0,0,1,1,26,30,1,1,0,0.48841263302595117,0.34,Non_Potential_Customer,Prospect_Non_Potential_Customer
348,349,400058,Female,61738,Master's Degree,58,Product_Manager,0,0,0,1,7,10,1,0,1,0.5473805017273286,0.21,Premium_Customer,Prospect_Potential_Customer
349,350,400058,Female,176171,Bachelor's Degree,50,Machine_Learning_Expert,1,0,1,0,29,2,1,1,0,0.3402780570441988,0.37,Non_Potential_Customer,Prospect_Non_Potential_Customer
350,351,400011,Male,103923,Master's Degree,29,Full_Stack_Software_Developer,1,0,1,0,4,29,1,0,1,0.42009883769603384,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
351,352,400011,Male,88505,Post Doctoral Degree,48,Management_Consultant,1,1,1,0,21,8,1,0,1,0.623839292035056,0.35,Premium_Customer,Prospect_Potential_Customer
352,353,400011,Male,39308,Master's Degree,24,Data_Scientist,0,0,0,1,13,26,0,0,1,0.4229984115431211,0.67,Non_Premium_Customer,Prospect_Potential_Customer
353,354,400011,Female,149019,Master's Degree,41,Management_Consultant,1,1,1,0,17,2,1,1,0,0.5455959431086286,0.22,Premium_Customer,Prospect_Potential_Customer
354,355,400011,Male,104534,Bachelor's Degree,54,Management_Consultant,0,0,1,0,23,11,1,0,1,0.47101820983212045,0.6,Non_Premium_Customer,Prospect_Potential_Customer
355,356,400011,Male,81488,Post Doctoral Degree,38,Data_Scientist,1,1,1,0,18,22,1,0,1,0.49880096160744003,0.57,Non_Premium_Customer,Prospect_Potential_Customer
356,357,400011,Male,187404,Bachelor's Degree,29,Investment Banker,0,0,1,1,16,15,0,0,1,0.5283909265378424,0.48,Potential_Customer,Prospect_Potential_Customer
357,358,400011,Male,123155,Bachelor's Degree,29,Investment Banker,0,0,1,0,3,28,0,0,1,0.4660331614955017,0.53,Non_Premium_Customer,Prospect_Potential_Customer
358,359,400011,Male,104035,Post Doctoral Degree,49,Machine_Learning_Expert,1,0,1,1,22,7,0,1,0,0.5274862775724513,0.65,Potential_Customer,Prospect_Potential_Customer
359,360,400011,Male,125779,Master's Degree,28,Machine_Learning_Expert,1,1,0,1,2,20,0,1,0,0.4066514799746096,0.54,Non_Premium_Customer,Prospect_Potential_Customer
360,361,400022,Male,181849,Master's Degree,37,Product_Manager,0,0,1,0,4,22,0,0,1,0.595355274610737,0.47,Potential_Customer,Prospect_Potential_Customer
361,362,400022,Female,180260,Bachelor's Degree,30,Product_Manager,1,0,1,0,11,10,1,1,0,0.4917115649894634,0.61,Non_Premium_Customer,Prospect_Potential_Customer
362,363,400022,Female,66064,Bachelor's Degree,38,Blockchain_Developer,1,0,1,0,19,2,0,1,0,0.3988215446414463,0.45,Non_Potential_Customer,Prospect_Non_Potential_Customer
363,364,400022,Female,198964,Master's Degree,39,Blockchain_Developer,1,0,1,1,2,22,1,1,0,0.3587765587579549,0.84,Non_Premium_Customer,Prospect_Potential_Customer
364,365,400022,Female,75752,Post Doctoral Degree,42,Corporate_Lawyer,1,1,0,0,9,27,0,0,1,0.6126293229780327,0.31,Premium_Customer,Prospect_Potential_Customer
365,366,400022,Male,82241,Master's Degree,37,Data_Scientist,0,0,0,1,2,28,0,1,0,0.4228645250234523,0.58,Non_Premium_Customer,Prospect_Potential_Customer
366,367,400022,Male,94166,Post Doctoral Degree,32,Investment Banker,0,0,0,0,26,8,1,1,0,0.6159741169700307,0.26,Premium_Customer,Prospect_Potential_Customer
367,368,400022,Female,89026,Master's Degree,35,Investment Banker,0,1,1,0,11,30,1,0,1,0.45871931895634094,0.41,Non_Potential_Customer,Prospect_Non_Potential_Customer
368,369,400022,Female,116352,Bachelor's Degree,30,Data_Scientist,0,0,1,0,26,30,0,1,0,0.3183337933697178,0.48,Non_Premium_Customer,Prospect_Potential_Customer
369,370,400022,Male,153730,Bachelor's Degree,52,Machine_Learning_Expert,0,1,1,1,6,15,0,1,0,0.39545608587049286,0.81,Non_Premium_Customer,Prospect_Potential_Customer
370,371,400708,Male,139949,Post Doctoral Degree,44,Data_Scientist,0,1,1,1,19,8,0,1,0,0.610082756853152,0.4,Premium_Customer,Prospect_Potential_Customer
371,372,400708,Female,128272,Post Doctoral Degree,40,Full_Stack_Software_Developer,0,0,1,1,6,6,1,0,1,0.5538325284091031,0.35,Premium_Customer,Prospect_Potential_Customer
372,373,400708,Female,105945,Bachelor's Degree,37,Machine_Learning_Expert,0,1,0,1,5,24,0,1,0,0.29855533269162216,0.8,Non_Premium_Customer,Prospect_Potential_Customer
373,374,400708,Female,123398,Post Doctoral Degree,34,Management_Consultant,0,0,1,0,3,16,0,1,0,0.5717362437022501,0.27,Premium_Customer,Prospect_Potential_Customer
374,375,400708,Female,169090,Master's Degree,46,Data_Scientist,0,1,0,0,3,11,0,0,1,0.4700443649985903,0.5,Non_Premium_Customer,Prospect_Potential_Customer
375,376,400708,Female,154395,Master's Degree,36,Corporate_Lawyer,0,1,1,0,30,2,0,1,0,0.6734577443328601,0.63,Potential_Customer,Prospect_Potential_Customer
376,377,400708,Male,110087,Bachelor's Degree,26,Data_Scientist,0,0,1,1,4,26,0,1,0,0.38535194095776826,0.62,Non_Premium_Customer,Prospect_Potential_Customer
377,378,400708,Male,43903,Bachelor's Degree,60,Machine_Learning_Expert,0,0,0,0,13,16,1,0,1,0.3102389496994469,0.78,Non_Premium_Customer,Prospect_Potential_Customer
378,379,400708,Female,56713,Bachelor's Degree,50,Management_Consultant,0,1,0,1,9,28,1,1,0,0.36173594992187363,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
379,380,400708,Female,67177,Master's Degree,34,Investment Banker,1,0,0,0,21,10,0,1,0,0.533435327936722,0.3,Premium_Customer,Prospect_Potential_Customer
380,381,400606,Female,120160,Post Doctoral Degree,27,Full_Stack_Software_Developer,0,1,0,0,27,26,1,0,1,0.45215538332934385,0.64,Non_Premium_Customer,Prospect_Potential_Customer
381,382,400606,Male,70522,Master's Degree,48,Data_Scientist,0,0,1,1,14,21,1,1,0,0.4344359403728151,0.79,Non_Premium_Customer,Prospect_Potential_Customer
382,383,400606,Male,38371,Post Doctoral Degree,31,Blockchain_Developer,1,1,0,0,7,26,0,0,1,0.4655405811502575,0.57,Non_Premium_Customer,Prospect_Potential_Customer
383,384,400606,Female,41619,Bachelor's Degree,30,Management_Consultant,1,0,1,1,6,30,0,0,1,0.3781888916295698,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
384,385,400606,Female,55448,Bachelor's Degree,54,Product_Manager,1,1,1,1,12,23,1,1,0,0.456993546766297,0.41,Non_Potential_Customer,Prospect_Non_Potential_Customer
385,386,400606,Female,125382,Master's Degree,29,Blockchain_Developer,0,1,1,0,18,30,1,0,1,0.3334572988811975,0.71,Non_Premium_Customer,Prospect_Potential_Customer
386,387,400606,Female,86681,Post Doctoral Degree,25,Blockchain_Developer,1,0,0,1,17,6,1,0,1,0.45680201299059464,0.21,Non_Potential_Customer,Prospect_Non_Potential_Customer
387,388,400606,Male,62163,Post Doctoral Degree,44,Data_Scientist,1,1,0,1,15,4,0,1,0,0.6005035478463908,0.21,Premium_Customer,Prospect_Potential_Customer
388,389,400606,Female,151946,Master's Degree,45,Investment Banker,0,1,0,0,9,4,0,0,1,0.5941054850948977,0.31,Premium_Customer,Prospect_Potential_Customer
389,390,400606,Female,157627,Post Doctoral Degree,46,Machine_Learning_Expert,1,0,1,0,27,13,1,1,0,0.41290878569912,0.56,Non_Premium_Customer,Prospect_Potential_Customer
390,391,400602,Female,146508,Post Doctoral Degree,40,Machine_Learning_Expert,1,1,1,1,8,9,0,1,0,0.49696313876423687,0.6,Non_Premium_Customer,Prospect_Potential_Customer
391,392,400602,Male,158139,Master's Degree,30,Investment Banker,0,0,0,1,13,25,0,1,0,0.5295984353699962,0.66,Potential_Customer,Prospect_Potential_Customer
392,393,400602,Female,91246,Bachelor's Degree,29,Data_Scientist,0,1,1,1,20,10,1,1,0,0.38588171919173264,0.43,Non_Potential_Customer,Prospect_Non_Potential_Customer
393,394,400602,Female,59800,Post Doctoral Degree,29,Corporate_Lawyer,1,0,1,1,9,29,1,1,0,0.5681489730299158,0.3,Premium_Customer,Prospect_Potential_Customer
394,395,400602,Female,163547,Post Doctoral Degree,59,Corporate_Lawyer,0,1,1,1,12,5,1,0,1,0.698161566332422,0.35,Premium_Customer,Prospect_Potential_Customer
395,396,400602,Male,127543,Post Doctoral Degree,34,Management_Consultant,1,1,1,1,3,16,0,0,1,0.6322521868991701,0.25,Premium_Customer,Prospect_Potential_Customer
396,397,400602,Male,143078,Master's Degree,50,Machine_Learning_Expert,0,0,1,0,10,21,1,1,0,0.37270778833855345,0.83,Non_Premium_Customer,Prospect_Potential_Customer
397,398,400602,Male,77286,Bachelor's Degree,52,Management_Consultant,1,1,1,0,6,29,0,0,1,0.4466009014966652,0.4,Non_Potential_Customer,Prospect_Non_Potential_Customer
398,399,400602,Male,162090,Bachelor's Degree,54,Corporate_Lawyer,1,0,1,1,20,27,1,0,1,0.500616778825503,0.5,Non_Premium_Customer,Prospect_Potential_Customer
399,400,400602,Male,154824,Master's Degree,49,Data_Scientist,1,1,0,0,29,30,1,0,1,0.38588552745552546,0.53,Non_Premium_Customer,Prospect_Potential_Customer
400,401,400601,Male,89329,Post Doctoral Degree,26,Data_Scientist,0,0,0,0,15,27,1,1,0,0.44227939030897384,0.62,Non_Premium_Customer,Prospect_Potential_Customer
401,402,400601,Male,100718,Bachelor's Degree,54,Corporate_Lawyer,1,1,1,0,4,27,0,1,0,0.5541401861621685,0.54,Potential_Customer,Prospect_Potential_Customer
402,403,400601,Male,147863,Bachelor's Degree,44,Data_Scientist,1,1,0,0,11,7,1,1,0,0.42207694604645307,0.79,Non_Premium_Customer,Prospect_Potential_Customer
403,404,400601,Female,168487,Bachelor's Degree,37,Product_Manager,1,0,1,1,13,28,1,1,0,0.41960038816882045,0.27,Non_Potential_Customer,Prospect_Non_Potential_Customer
404,405,400601,Female,155699,Master's Degree,27,Blockchain_Developer,1,1,1,0,21,3,0,1,0,0.4778056507685635,0.15,Non_Potential_Customer,Prospect_Non_Potential_Customer
405,406,400601,Female,100942,Bachelor's Degree,32,Full_Stack_Software_Developer,0,1,1,1,22,6,0,1,0,0.4722843848332746,0.55,Non_Premium_Customer,Prospect_Potential_Customer
406,407,400601,Female,50894,Post Doctoral Degree,34,Corporate_Lawyer,0,1,1,0,7,24,0,0,1,0.6433224185071545,0.3,Premium_Customer,Prospect_Potential_Customer
407,408,400601,Male,156024,Master's Degree,60,Full_Stack_Software_Developer,0,0,1,1,17,13,1,1,0,0.5044985874694374,0.42,Non_Potential_Customer,Prospect_Non_Potential_Customer
408,409,400601,Male,129555,Master's Degree,59,Machine_Learning_Expert,0,0,1,1,12,20,0,1,0,0.4149352253818583,0.74,Non_Premium_Customer,Prospect_Potential_Customer
409,410,400601,Female,42342,Post Doctoral Degree,28,Product_Manager,1,1,0,0,30,26,0,1,0,0.5746199666624318,0.47,Potential_Customer,Prospect_Potential_Customer
410,411,400607,Female,91574,Bachelor's Degree,60,Machine_Learning_Expert,0,1,1,1,8,21,1,0,1,0.29433341681256314,0.77,Non_Premium_Customer,Prospect_Potential_Customer
411,412,400607,Male,146891,Bachelor's Degree,32,Investment Banker,1,0,1,1,10,26,1,1,0,0.43772886942041195,0.54,Non_Premium_Customer,Prospect_Potential_Customer
412,413,400607,Male,78991,Master's Degree,52,Investment Banker,1,1,0,1,12,8,1,0,1,0.5818488400795732,0.61,Potential_Customer,Prospect_Potential_Customer
413,414,400607,Female,173109,Bachelor's Degree,56,Management_Consultant,0,1,1,1,16,19,1,0,1,0.42336445253903926,0.51,Non_Premium_Customer,Prospect_Potential_Customer
414,415,400607,Male,150276,Post Doctoral Degree,59,Corporate_Lawyer,1,0,1,0,22,2,1,0,1,0.7182818221246519,0.29,Premium_Customer,Prospect_Potential_Customer
415,416,400607,Female,109130,Master's Degree,37,Full_Stack_Software_Developer,0,1,1,0,20,9,0,1,0,0.522631562668054,0.45,Premium_Customer,Prospect_Potential_Customer
416,417,400607,Female,48609,Master's Degree,54,Blockchain_Developer,1,1,0,1,23,6,0,1,0,0.450473405576352,0.56,Non_Premium_Customer,Prospect_Potential_Customer
417,418,400607,Female,80372,Post Doctoral Degree,36,Full_Stack_Software_Developer,0,1,0,1,22,26,1,0,1,0.45996729081316323,0.26,Non_Potential_Customer,Prospect_Non_Potential_Customer
418,419,400607,Female,87236,Master's Degree,49,Management_Consultant,1,1,1,1,5,27,1,1,0,0.4446783876864454,0.61,Non_Premium_Customer,Prospect_Potential_Customer
419,420,400607,Male,121543,Post Doctoral Degree,59,Blockchain_Developer,0,0,1,1,27,13,0,0,1,0.5373199287384054,0.41,Premium_Customer,Prospect_Potential_Customer
420,421,400706,Male,82145,Post Doctoral Degree,47,Product_Manager,0,0,0,0,12,8,0,0,1,0.6856132959885823,0.39,Premium_Customer,Prospect_Potential_Customer
421,422,400706,Female,64069,Bachelor's Degree,39,Management_Consultant,1,0,0,0,14,1,1,1,0,0.4437277943408067,0.69,Non_Premium_Customer,Prospect_Potential_Customer
422,423,400706,Female,104735,Bachelor's Degree,35,Corporate_Lawyer,1,1,1,0,5,18,1,1,0,0.5087606507286467,0.33,Non_Potential_Customer,Prospect_Non_Potential_Customer
423,424,400706,Male,51328,Master's Degree,26,Data_Scientist,0,1,1,0,8,14,0,1,0,0.5090524106825578,0.72,Non_Premium_Customer,Prospect_Potential_Customer
424,425,400706,Male,100677,Bachelor's Degree,45,Machine_Learning_Expert,1,1,0,1,28,17,0,0,1,0.35326068313242104,0.6,Non_Premium_Customer,Prospect_Potential_Customer
425,426,400706,Male,145811,Master's Degree,26,Management_Consultant,0,1,1,0,20,16,0,1,0,0.567015221091041,0.39,Premium_Customer,Prospect_Potential_Customer
426,427,400706,Male,178039,Post Doctoral Degree,28,Full_Stack_Software_Developer,0,0,0,1,29,3,0,1,0,0.6212738881090036,0.39,Premium_Customer,Prospect_Potential_Customer
427,428,400706,Female,176531,Post Doctoral Degree,30,Product_Manager,1,1,1,1,9,24,0,0,1,0.6207278409889574,0.6,Potential_Customer,Prospect_Potential_Customer
428,429,400706,Female,47871,Post Doctoral Degree,56,Blockchain_Developer,0,0,1,1,4,2,0,1,0,0.543807724092672,0.61,Potential_Customer,Prospect_Potential_Customer
429,430,400706,Male,138134,Bachelor's Degree,38,Investment Banker,0,0,1,0,20,21,0,0,1,0.4966686002274579,0.66,Non_Premium_Customer,Prospect_Potential_Customer
430,431,400703,Male,135069,Master's Degree,32,Blockchain_Developer,0,1,0,0,21,10,1,1,0,0.44081539150455856,0.24,Non_Potential_Customer,Prospect_Non_Potential_Customer
431,432,400703,Male,53771,Post Doctoral Degree,53,Corporate_Lawyer,1,1,0,1,9,1,1,0,1,0.7242028458278169,0.55,Potential_Customer,Prospect_Potential_Customer
432,433,400703,Male,50493,Master's Degree,25,Management_Consultant,0,1,1,1,3,18,1,0,1,0.5254976957029514,0.56,Potential_Customer,Prospect_Potential_Customer
433,434,400703,Female,95050,Post Doctoral Degree,43,Data_Scientist,0,1,0,0,21,20,1,1,0,0.44903086018288296,0.46,Non_Potential_Customer,Prospect_Non_Potential_Customer
434,435,400703,Male,167291,Post Doctoral Degree,25,Management_Consultant,0,1,0,1,16,15,0,0,1,0.6219337793476247,0.69,Potential_Customer,Prospect_Potential_Customer
435,436,400703,Female,124331,Post Doctoral Degree,29,Management_Consultant,0,0,0,0,2,29,0,1,0,0.4967758362055482,0.33,Non_Potential_Customer,Prospect_Non_Potential_Customer
436,437,400703,Female,173226,Post Doctoral Degree,49,Full_Stack_Software_Developer,0,0,0,0,19,15,1,0,1,0.49385713967257994,0.31,Non_Potential_Customer,Prospect_Non_Potential_Customer
437,438,400703,Male,127007,Post Doctoral Degree,57,Blockchain_Developer,1,1,0,0,23,8,1,1,0,0.512490173804411,0.45,Premium_Customer,Prospect_Potential_Customer
438,439,400703,Female,165956,Post Doctoral Degree,43,Product_Manager,0,1,0,0,4,21,0,0,1,0.6175697349346526,0.17,Premium_Customer,Prospect_Potential_Customer
439,440,400703,Male,175828,Master's Degree,50,Management_Consultant,1,1,0,0,19,8,0,1,0,0.5857649993598514,0.54,Potential_Customer,Prospect_Potential_Customer
440,441,400705,Male,181753,Bachelor's Degree,46,Investment Banker,1,1,0,1,1,9,1,1,0,0.519698110339314,0.49,Potential_Customer,Prospect_Potential_Customer
441,442,400705,Female,122057,Post Doctoral Degree,46,Corporate_Lawyer,1,0,0,1,23,17,0,0,1,0.6386540398059194,0.6,Potential_Customer,Prospect_Potential_Customer
442,443,400705,Male,58465,Master's Degree,51,Data_Scientist,0,1,1,0,10,16,1,0,1,0.4687645082639404,0.54,Non_Premium_Customer,Prospect_Potential_Customer
443,444,400705,Male,102536,Master's Degree,36,Management_Consultant,0,0,0,1,23,11,0,1,0,0.5563236518284239,0.63,Potential_Customer,Prospect_Potential_Customer
444,445,400705,Male,36994,Post Doctoral Degree,51,Corporate_Lawyer,0,0,0,1,11,30,1,0,1,0.5991192994344269,0.41,Premium_Customer,Prospect_Potential_Customer
445,446,400705,Male,140364,Bachelor's Degree,54,Full_Stack_Software_Developer,0,0,0,1,8,17,1,1,0,0.40674456935917763,0.71,Non_Premium_Customer,Prospect_Potential_Customer
446,447,400705,Female,199390,Bachelor's Degree,28,Full_Stack_Software_Developer,0,0,0,1,17,21,0,1,0,0.3769927909499893,0.55,Non_Premium_Customer,Prospect_Potential_Customer
447,448,400705,Male,124638,Master's Degree,57,Product_Manager,0,1,1,0,21,19,1,1,0,0.5844066136473962,0.57,Potential_Customer,Prospect_Potential_Customer
448,449,400705,Male,96417,Post Doctoral Degree,48,Full_Stack_Software_Developer,1,1,1,1,23,16,0,1,0,0.6000388200199634,0.27,Premium_Customer,Prospect_Potential_Customer
449,450,400705,Female,120971,Post Doctoral Degree,30,Corporate_Lawyer,1,0,1,0,6,29,0,0,1,0.6041126402836184,0.34,Premium_Customer,Prospect_Potential_Customer
450,451,401107,Female,199475,Post Doctoral Degree,38,Investment Banker,0,1,0,0,17,5,0,1,0,0.6508496312825466,0.21,Premium_Customer,Prospect_Potential_Customer
451,452,401107,Male,165652,Bachelor's Degree,48,Full_Stack_Software_Developer,0,1,0,0,11,8,1,0,1,0.4578852745250407,0.73,Non_Premium_Customer,Prospect_Potential_Customer
452,453,401107,Female,105413,Bachelor's Degree,42,Machine_Learning_Expert,0,0,0,1,16,4,0,1,0,0.3555415710760621,0.69,Non_Premium_Customer,Prospect_Potential_Customer
453,454,401107,Male,198191,Post Doctoral Degree,57,Data_Scientist,1,0,1,0,11,5,0,0,1,0.6013773506398403,0.55,Potential_Customer,Prospect_Potential_Customer
454,455,401107,Female,93810,Post Doctoral Degree,52,Product_Manager,1,1,1,0,24,13,0,1,0,0.6558027695708057,0.48,Potential_Customer,Prospect_Potential_Customer
455,456,401107,Female,57647,Bachelor's Degree,32,Machine_Learning_Expert,0,1,1,1,3,29,0,1,0,0.29056962965419164,0.47,Non_Premium_Customer,Prospect_Potential_Customer
456,457,401107,Female,62896,Post Doctoral Degree,50,Data_Scientist,1,0,0,1,24,26,1,1,0,0.4068151314804202,0.38,Non_Potential_Customer,Prospect_Non_Potential_Customer
457,458,401107,Female,169951,Master's Degree,34,Corporate_Lawyer,1,0,1,0,27,30,0,1,0,0.5340557533747398,0.57,Potential_Customer,Prospect_Potential_Customer
458,459,401107,Male,77277,Bachelor's Degree,26,Product_Manager,1,0,1,0,12,23,0,0,1,0.5097025392783205,0.47,Non_Premium_Customer,Prospect_Potential_Customer
459,460,401107,Male,75920,Master's Degree,32,Product_Manager,0,1,1,1,3,27,0,1,0,0.5890028310719856,0.56,Potential_Customer,Prospect_Potential_Customer
460,461,400709,Female,170451,Post Doctoral Degree,37,Blockchain_Developer,1,0,1,0,21,26,0,0,1,0.42912290054674374,0.49,Non_Premium_Customer,Prospect_Potential_Customer
461,462,400709,Male,51949,Master's Degree,47,Machine_Learning_Expert,0,0,1,1,24,11,0,0,1,0.44261223914219744,0.53,Non_Premium_Customer,Prospect_Potential_Customer
462,463,400709,Female,181357,Post Doctoral Degree,53,Data_Scientist,1,0,0,0,18,30,1,0,1,0.3927950598230703,0.76,Non_Premium_Customer,Prospect_Potential_Customer
463,464,400709,Female,98324,Post Doctoral Degree,55,Data_Scientist,0,0,0,0,11,29,1,1,0,0.4000968556304567,0.63,Non_Premium_Customer,Prospect_Potential_Customer
464,465,400709,Female,193642,Post Doctoral Degree,37,Machine_Learning_Expert,0,1,1,0,29,15,0,1,0,0.46666461223570954,0.53,Non_Premium_Customer,Prospect_Potential_Customer
465,466,400709,Female,99567,Master's Degree,43,Data_Scientist,1,1,1,0,14,20,1,1,0,0.40284963931477796,0.96,Non_Premium_Customer,Prospect_Potential_Customer
466,467,400709,Female,191471,Post Doctoral Degree,49,Corporate_Lawyer,0,0,1,0,7,22,1,1,0,0.6126296957730647,0.66,Potential_Customer,Prospect_Potential_Customer
